NameID,XFMR_KVA_RATING,PRIMARY_VOLTAGE,CLASSIFICATION,PCB,PHASE,NO_CUSTOMERS,INSTALLATION_DATE,YEAR,MONTH,YEAR_RANGE,LOWER_VOLTAGE,UPPER_VOLTAGE
TX1759,100.0,16kV,Submersible,NO,B,57,2010-08-30 13:40:00,2010,8,2008 - 2011,16.0,
TX2044,100.0,16kV,Submersible,NO,W,45,2010-08-30 07:59:00,2010,8,2008 - 2011,16.0,
TX1498,250.0,13.8/8kV,Submersible,NO,B,60,2010-09-24 09:18:00,2010,9,2008 - 2011,13.8,8.0
TX2361,100.0,16kV,Submersible,NO,B,37,2010-10-19 10:10:00,2010,10,2008 - 2011,16.0,
TX2456,150.0,27.6/16kV,Pad,NO,RWB,50,2010-11-05 11:27:00,2010,11,2008 - 2011,27.6,16.0
TX1657,100.0,27.6/16kV,Pole,NO,B,41,2010-11-29 13:37:00,2010,11,2008 - 2011,27.6,16.0
TX1835,100.0,27.6/16kV,Pole,NO,W,18,2010-11-29 13:37:00,2010,11,2008 - 2011,27.6,16.0
TX2179,300.0,27.6/16kV,Pad,NO,RWB,37,2011-02-07 11:46:00,2011,2,2008 - 2011,27.6,16.0
TX1617,100.0,27.6/16kV,Pole,NO,B,40,2011-01-05 14:12:00,2011,1,2008 - 2011,27.6,16.0
TX1797,100.0,27.6/16kV,Pole,YES,W,27,2011-01-05 14:12:00,2011,1,2008 - 2011,27.6,16.0
TX2271,100.0,16kV,Submersible,YES,B,59,2010-10-19 12:56:00,2010,10,2008 - 2011,16.0,
TX2470,100.0,16kV,Submersible,NO,R,60,2010-10-20 13:12:00,2010,10,2008 - 2011,16.0,
TX1848,100.0,16kV,Submersible,NO,R,45,2010-10-20 13:44:00,2010,10,2008 - 2011,16.0,
TX1939,100.0,16kV,Submersible,NO,B,27,2010-10-26 08:23:00,2010,10,2008 - 2011,16.0,
TX1275,100.0,16kV,Submersible,NO,R,25,2010-10-27 09:18:00,2010,10,2008 - 2011,16.0,
TX1399,100.0,16kV,Submersible,NO,B,34,2010-10-27 09:54:00,2010,10,2008 - 2011,16.0,
TX1646,100.0,16kV,Submersible,NO,B,39,2010-11-02 07:39:00,2010,11,2008 - 2011,16.0,
TX1971,100.0,16kV,Submersible,NO,W,34,2010-11-09 07:01:00,2010,11,2008 - 2011,16.0,
TX1106,100.0,16kV,Submersible,NO,B,60,2010-11-03 09:02:00,2010,11,2008 - 2011,16.0,
TX1704,100.0,16kV,Submersible,NO,W,35,2010-11-10 14:19:00,2010,11,2008 - 2011,16.0,
TX2011,100.0,16kV,Submersible,NO,W,37,2010-11-10 07:41:00,2010,11,2008 - 2011,16.0,
TX1469,100.0,16kV,Submersible,NO,W,24,2010-12-04 12:45:00,2010,12,2008 - 2011,16.0,
TX2156,100.0,16kV,Submersible,NO,R,27,2010-11-27 09:32:00,2010,11,2008 - 2011,16.0,
TX2406,100.0,16kV,Submersible,YES,W,35,2010-12-06 14:12:00,2010,12,2008 - 2011,16.0,
TX2082,100.0,16kV,Submersible,YES,R,49,2016-11-22 06:06:00,2016,11,2016 - 2019,16.0,
TX1211,100.0,16kV,Submersible,YES,R,36,2011-06-03 08:10:00,2011,6,2008 - 2011,16.0,
TX1673,100.0,16kV,Submersible,YES,B,49,2010-11-16 11:20:00,2010,11,2008 - 2011,16.0,
TX2233,100.0,27.6/16kV,Submersible,YES,W,59,2011-02-09 15:04:00,2011,2,2008 - 2011,27.6,16.0
TX2374,100.0,16kV,Submersible,NO,B,53,2010-11-16 14:37:00,2010,11,2008 - 2011,16.0,
TX1748,100.0,27.6/16kV,Submersible,NO,W,48,2010-11-11 03:02:00,2010,11,2008 - 2011,27.6,16.0
TX2045,100.0,27.6/16kV,Submersible,NO,W,51,2010-12-20 04:29:00,2010,12,2008 - 2011,27.6,16.0
TX2129,167.0,16kV,Pole,NO,B,50,2011-02-24 14:17:00,2011,2,2008 - 2011,16.0,
TX2013,167.0,8kV,Pole,NO,R,34,2013-09-23 14:33:00,2013,9,2012 - 2015,8.0,
TX1491,100.0,16kV,Pole,NO,W,15,2011-03-30 09:15:00,2011,3,2008 - 2011,16.0,
TX2157,100.0,16kV,Pole,NO,W,56,2011-03-29 19:09:00,2011,3,2008 - 2011,16.0,
TX2403,100.0,16kV,Pad,NO,W,28,2016-06-14 03:11:00,2016,6,2016 - 2019,16.0,
TX1794,100.0,8kV,Pole,YES,R,35,2013-09-23 19:56:00,2013,9,2012 - 2015,8.0,
TX1612,167.0,8kV,Pole,YES,W,50,2013-09-23 04:14:00,2013,9,2012 - 2015,8.0,
TX2083,100.0,16kV,Pole,YES,W,50,2011-03-27 17:31:00,2011,3,2008 - 2011,16.0,
TX1546,100.0,16kV,Pole,YES,W,24,2010-12-05 18:59:00,2010,12,2008 - 2011,16.0,
TX2273,100.0,27.6/16kV,Pole,YES,B,48,2011-03-20 19:54:00,2011,3,2008 - 2011,27.6,16.0
TX2468,100.0,27.6/16kV,Submersible,YES,W,47,1975-08-21 08:38:00,1975,8,1972 - 1975,27.6,16.0
TX1276,100.0,16kV,Pole,YES,B,48,2011-02-25 13:56:00,2011,2,2008 - 2011,16.0,
TX1136,100.0,16kV,Pole,YES,B,49,2011-04-14 16:45:00,2011,4,2008 - 2011,16.0,
TX2221,100.0,16kV,Pole,YES,R,29,2011-01-10 20:37:00,2011,1,2008 - 2011,16.0,
TX1569,50.0,16kV,Pole,YES,R,18,2011-06-15 19:24:00,2011,6,2008 - 2011,16.0,
TX1197,100.0,16kV,Pole,YES,W,52,2011-02-12 01:25:00,2011,2,2008 - 2011,16.0,
TX1175,100.0,8kV,Pole,NO,B,26,2011-03-14 14:08:00,2011,3,2008 - 2011,8.0,
TX1497,50.0,16kV,Submersible,NO,W,34,2011-07-11 14:17:00,2011,7,2008 - 2011,16.0,
TX2192,100.0,16kV,Pole,NO,R,38,2011-02-12 02:24:00,2011,2,2008 - 2011,16.0,
TX2436,50.0,16kV,Submersible,NO,R,36,2011-07-12 11:37:00,2011,7,2008 - 2011,16.0,
TX1922,100.0,16kV,Pole,NO,R,32,2011-06-16 12:22:00,2011,6,2008 - 2011,16.0,
TX1643,50.0,16kV,Submersible,YES,R,650,2011-07-11 17:30:00,2011,7,2008 - 2011,16.0,
TX1243,100.0,16kV,Pole,YES,B,19,2011-06-20 08:08:00,2011,6,2008 - 2011,16.0,
TX2303,100.0,16kV,Pole,YES,W,60,2011-05-03 03:23:00,2011,5,2008 - 2011,16.0,
TX1884,100.0,16kv,Pole,YES,B,58,2011-03-22 12:01:00,2011,3,2008 - 2011,16.0,
TX1703,100.0,16kv,Pole,YES,B,43,2011-11-14 11:01:00,2011,11,2008 - 2011,16.0,
TX2004,167.0,8kV,Pole,YES,R,33,2011-10-13 17:22:00,2011,10,2008 - 2011,8.0,
TX1813,100.0,16KV,Pole,YES,R,50,2011-06-10 19:18:00,2011,6,2008 - 2011,16.0,
TX1615,100.0,16KV,Pole,YES,R,48,2011-06-11 09:09:00,2011,6,2008 - 2011,16.0,
TX2084,100.0,16kV,Pole,YES,W,45,2011-12-05 12:20:00,2011,12,2008 - 2011,16.0,
TX1216,100.0,16kV,Pole,NO,R,650,2011-05-09 11:44:00,2011,5,2008 - 2011,16.0,
TX2274,100.0,16kV,Pole,NO,R,32,2010-12-03 01:49:00,2010,12,2008 - 2011,16.0,
TX2483,100.0,16kV,Pole,NO,B,55,2011-05-26 04:56:00,2011,5,2008 - 2011,16.0,
TX1858,100.0,16kV,Pole,NO,R,37,2010-12-03 06:58:00,2010,12,2008 - 2011,16.0,
TX1687,100.0,16kV,Pole,NO,B,59,2011-05-26 11:07:00,2011,5,2008 - 2011,16.0,
TX1947,100.0,16kV,Pole,NO,W,23,2011-04-04 17:40:00,2011,4,2008 - 2011,16.0,
TX1401,100.0,8kV,Pole,NO,R,59,2011-07-21 19:10:00,2011,7,2008 - 2011,8.0,
TX2235,100.0,16kV,Pole,NO,W,50,2012-05-18 17:29:00,2012,5,2012 - 2015,16.0,
TX2362,100.0,8kV,Pole,NO,B,49,2011-10-12 10:15:00,2011,10,2008 - 2011,8.0,
TX1763,50.0,16kV,Pole,NO,W,16,2010-12-03 04:42:00,2010,12,2008 - 2011,16.0,
TX2046,100.0,16kV,Pole,NO,R,31,2010-12-03 06:49:00,2010,12,2008 - 2011,16.0,
TX1008,50.0,27.6/16kV,Pole,NO,W,44,2010-09-15 07:50:00,2010,9,2008 - 2011,27.6,16.0
TX2439,2000.0,13.8/8kV,Submersible,NO,RWB,21,2000-03-15 11:41:00,2000,3,2000 - 2003,13.8,8.0
TX1250,50.0,16kV,Pole,NO,R,43,2010-12-03 05:59:00,2010,12,2008 - 2011,16.0,
TX1108,100.0,16kV,Pad,NO,W,46,2013-08-20 01:13:00,2013,8,2012 - 2015,16.0,
TX2012,50.0,16kV,Submersible,NO,W,60,2010-10-25 09:10:00,2010,10,2008 - 2011,16.0,
TX2142,50.0,16kV,Submersible,NO,B,60,2011-07-08 04:57:00,2011,7,2008 - 2011,16.0,
TX1074,100.0,27.6/16kV,Submersible,NO,B,35,2011-05-16 01:15:00,2011,5,2008 - 2011,27.6,16.0
TX2159,100.0,8kV,Pole,NO,B,34,2014-01-09 11:08:00,2014,1,2012 - 2015,8.0,
TX2407,100.0,27.6/16kV,Submersible,NO,B,60,2011-03-28 11:04:00,2011,3,2008 - 2011,27.6,16.0
TX1137,100.0,16kV,Pole,NO,R,20,2013-07-08 13:47:00,2013,7,2012 - 2015,16.0,
TX1547,100.0,16kV,Pole,NO,W,48,2013-07-08 18:43:00,2013,7,2012 - 2015,16.0,
TX2227,100.0,16kV,Pole,NO,W,44,2012-11-25 19:35:00,2012,11,2012 - 2015,16.0,
TX1760,100.0,16kV,Pole,NO,B,59,2012-11-18 17:19:00,2012,11,2012 - 2015,16.0,
TX1571,100.0,16kV,Pole,NO,B,45,2012-11-18 17:26:00,2012,11,2012 - 2015,16.0,
TX1022,100.0,16kV,Pad,NO,B,48,2014-03-26 05:09:00,2014,3,2012 - 2015,16.0,
TX2095,167.0,8kV,Pole,NO,B,25,2014-01-09 01:24:00,2014,1,2012 - 2015,8.0,
TX1499,167.0,16kV,Pole,NO,R,34,2013-07-08 11:33:00,2013,7,2012 - 2015,16.0,
TX2193,100.0,16kV,Pole,YES,B,24,2011-09-07 13:02:00,2011,9,2008 - 2011,16.0,
TX1180,100.0,16kV,Pole,YES,B,43,2011-05-11 10:38:00,2011,5,2008 - 2011,16.0,
TX1378,50.0,16kV,Pole,YES,R,41,2011-04-26 12:28:00,2011,4,2008 - 2011,16.0,
TX2308,100.0,16kV,Pole,YES,R,59,2011-06-06 10:37:00,2011,6,2008 - 2011,16.0,
TX1882,100.0,16kV,Pole,YES,R,31,2011-06-08 08:40:00,2011,6,2008 - 2011,16.0,
TX2014,50.0,13.8/8kV,Pole,YES,R,23,2011-08-15 18:19:00,2011,8,2008 - 2011,13.8,8.0
TX1470,50.0,27.6/16kV,Pole,YES,B,56,2011-06-15 14:18:00,2011,6,2008 - 2011,27.6,16.0
TX1948,167.0,27.6/16kV,Pole,YES,R,47,2011-06-16 09:36:00,2011,6,2008 - 2011,27.6,16.0
TX2160,750.0,27.6/16kV,Pad,YES,RWB,15,2011-03-24 13:22:00,2011,3,2008 - 2011,27.6,16.0
TX2292,100.0,16kV,Submersible,NO,B,25,2012-11-01 17:44:00,2012,11,2012 - 2015,16.0,
TX1690,100.0,16kV,Submersible,NO,B,31,2012-11-01 17:28:00,2012,11,2012 - 2015,16.0,
TX1403,250.0,13.8/8kV,Pad,NO,R,37,2011-08-25 14:18:00,2011,8,2008 - 2011,13.8,8.0
TX2236,100.0,16kV,Pole,NO,W,37,2011-03-03 17:23:00,2011,3,2008 - 2011,16.0,
TX2375,100.0,16kV,Pole,NO,R,49,2011-02-28 23:44:00,2011,2,2008 - 2011,16.0,
TX1572,100.0,16kV,Pole,NO,R,45,2011-02-28 23:58:00,2011,2,2008 - 2011,16.0,
TX2131,100.0,16kV,Pole,NO,R,40,2011-03-25 12:52:00,2011,3,2008 - 2011,16.0,
TX1009,100.0,16kV,Pole,NO,B,48,2011-03-11 15:22:00,2011,3,2008 - 2011,16.0,
TX1504,100.0,16kV,Pole,NO,W,26,2011-01-02 18:30:00,2011,1,2008 - 2011,16.0,
TX2349,100.0,16kV,Pole,NO,W,53,2011-02-15 12:40:00,2011,2,2008 - 2011,16.0,
TX1827,100.0,16kV,Pole,NO,R,28,2011-02-25 19:22:00,2011,2,2008 - 2011,16.0,
TX1737,3000.0,13.8/8kV,Submersible,NO,RWB,30,2005-06-06 11:15:00,2005,6,2004 - 2007,13.8,8.0
TX2132,100.0,16kV,Pole,NO,W,35,2011-03-09 19:19:00,2011,3,2008 - 2011,16.0,
TX1109,100.0,16kV,Pole,NO,W,40,2015-03-29 05:54:00,2015,3,2012 - 2015,16.0,
TX1548,100.0,16kV,Pole,NO,R,37,2011-03-22 17:03:00,2011,3,2008 - 2011,16.0,
TX2320,1000.0,13.8/8kV,Building Vault,NO,RWB,17,2012-03-19 11:30:00,2012,3,2012 - 2015,13.8,8.0
TX1312,100.0,16kV,Pole,NO,R,39,2010-05-17 19:27:00,2010,5,2008 - 2011,16.0,
TX2175,50.0,16kV,Submersible,NO,B,36,2012-07-18 15:56:00,2012,7,2012 - 2015,16.0,
TX1796,100.0,16kV,Pole,NO,R,25,2011-09-11 12:04:00,2011,9,2008 - 2011,16.0,
TX1040,750.0,13.8/8kV,Building Vault,NO,RWB,21,2007-02-20 09:16:00,2007,2,2004 - 2007,13.8,8.0
TX1677,500.0,13.8/8kV,Submersible,NO,RWB,36,2005-09-22 10:19:00,2005,9,2004 - 2007,13.8,8.0
TX1944,2500.0,13.8/8kV,Submersible,NO,RWB,27,2009-08-01 15:21:00,2009,8,2008 - 2011,13.8,8.0
TX1278,100.0,16kV,Pad,NO,W,25,2012-08-17 12:30:00,2012,8,2012 - 2015,16.0,
TX1141,100.0,16kV,Pole,NO,B,40,2011-06-28 05:49:00,2011,6,2008 - 2011,16.0,
TX1422,50.0,16kV,Submersible,NO,R,37,2012-07-18 16:51:00,2012,7,2012 - 2015,16.0,
TX2237,50.0,16kV,Submersible,NO,R,20,2012-07-18 17:20:00,2012,7,2012 - 2015,16.0,
TX2377,50.0,16kV,Submersible,NO,R,29,2012-07-18 17:30:00,2012,7,2012 - 2015,16.0,
TX1761,100.0,16kV,Pole,NO,W,26,2011-03-30 11:02:00,2011,3,2008 - 2011,16.0,
TX2048,100.0,16kV,Pole,NO,W,25,2011-03-30 13:31:00,2011,3,2008 - 2011,16.0,
TX2440,100.0,16kV,Pole,NO,B,41,2011-03-18 07:51:00,2011,3,2008 - 2011,16.0,
TX1647,100.0,16kV,Pole,NO,W,16,2011-03-18 07:30:00,2011,3,2008 - 2011,16.0,
TX1974,50.0,16kV,Pole,NO,B,37,2011-08-18 11:55:00,2011,8,2008 - 2011,16.0,
TX1244,100.0,16kV,Pole,NO,B,22,2011-03-22 19:01:00,2011,3,2008 - 2011,16.0,
TX1107,750.0,27.6/16kV,Pad,NO,RWB,60,2011-10-04 14:21:00,2011,10,2008 - 2011,27.6,16.0
TX2016,100.0,16kV,Pole,NO,R,26,2011-07-07 15:16:00,2011,7,2008 - 2011,16.0,
TX1084,167.0,16kV,Submersible,NO,R,44,2011-03-27 00:35:00,2011,3,2008 - 2011,16.0,
TX1614,1500.0,27.6/16kV,Pad,NO,RWB,48,2011-08-19 18:12:00,2011,8,2008 - 2011,27.6,16.0
TX2244,50.0,27.6/16kV,Pole,NO,B,58,2011-07-05 10:52:00,2011,7,2008 - 2011,27.6,16.0
TX2293,100.0,16kV,Pole,NO,B,26,2011-08-23 12:04:00,2011,8,2008 - 2011,16.0,
TX1279,167.0,16kV,Pole,NO,R,15,2011-06-01 13:53:00,2011,6,2008 - 2011,16.0,
TX1140,100.0,16kV,Pole,NO,W,30,2011-08-22 06:05:00,2011,8,2008 - 2011,16.0,
TX2376,100.0,27.6/16kV,Pole,NO,B,26,2011-08-08 01:40:00,2011,8,2008 - 2011,27.6,16.0
TX1545,100.0,16kV,Submersible,NO,RWB,39,2011-10-27 05:10:00,2011,10,2008 - 2011,16.0,
TX2191,150.0,27.6/16kV,Pad,NO,RWB,53,2011-08-08 02:56:00,2011,8,2008 - 2011,27.6,16.0
TX1828,100.0,16kV,Pad,NO,B,20,2013-07-19 12:56:00,2013,7,2012 - 2015,16.0,
TX2322,100.0,16kV,Pole,NO,R,15,2011-11-17 18:19:00,2011,11,2008 - 2011,16.0,
TX2015,50.0,16kV,Submersible,NO,B,33,2013-04-04 16:30:00,2013,4,2012 - 2015,16.0,
TX1075,100.0,16kV,Pad,NO,R,30,2011-02-17 06:43:00,2011,2,2008 - 2011,16.0,
TX1471,100.0,27.6/16kV,Pole,NO,W,41,2011-12-06 01:07:00,2011,12,2008 - 2011,27.6,16.0
TX2162,50.0,16kV,Submersible,NO,B,43,2013-04-04 16:06:00,2013,4,2012 - 2015,16.0,
TX2085,100.0,16kV,Pole,NO,W,26,2011-06-27 23:01:00,2011,6,2008 - 2011,16.0,
TX1217,100.0,27.6/16kV,Pole,NO,B,32,2011-07-15 08:34:00,2011,7,2008 - 2011,27.6,16.0
TX2332,100.0,8kV,Pole,NO,B,47,2010-10-15 11:02:00,2010,10,2008 - 2011,8.0,
TX1143,100.0,16kV,Pole,NO,R,39,2012-07-09 05:08:00,2012,7,2012 - 2015,16.0,
TX2049,100.0,13.8/8kV,Pole,NO,B,56,2011-09-29 03:19:00,2011,9,2008 - 2011,13.8,8.0
TX1198,100.0,16kV,Pad,NO,R,19,2011-10-11 05:21:00,2011,10,2008 - 2011,16.0,
TX1500,100.0,16kV,Pole,NO,W,16,2011-09-16 09:14:00,2011,9,2008 - 2011,16.0,
TX1245,100.0,27.6/16kV,Submersible,NO,R,33,2012-09-17 17:51:00,2012,9,2012 - 2015,27.6,16.0
TX1790,1500.0,27.6/16kV,Submersible,NO,RWB,34,2011-08-25 13:17:00,2011,8,2008 - 2011,27.6,16.0
TX2087,100.0,16kV,Pole,NO,R,28,2011-07-11 02:37:00,2011,7,2008 - 2011,16.0,
TX1215,1500.0,13.8/8kV,Submersible,NO,RWB,33,2009-08-23 15:28:00,2009,8,2008 - 2011,13.8,8.0
TX1043,100.0,27.6/16kV,Submersible,NO,B,23,2013-08-26 18:30:00,2013,8,2012 - 2015,27.6,16.0
TX2279,100.0,16kV,Pole,NO,R,34,2011-12-07 14:38:00,2011,12,2008 - 2011,16.0,
TX1694,167.0,8kV,Pole,NO,W,45,2012-03-19 03:48:00,2012,3,2012 - 2015,8.0,
TX2133,100.0,16kV,Pole,NO,B,43,2011-12-20 11:11:00,2011,12,2008 - 2011,16.0,
TX1360,50.0,16kV,Pole,NO,W,50,2011-12-20 15:05:00,2011,12,2008 - 2011,16.0,
TX1160,1250.0,13.8/8kV,Submersible,NO,RWB,35,2010-10-04 10:33:00,2010,10,2008 - 2011,13.8,8.0
TX2455,100.0,16kV,Pole,NO,B,55,2017-11-07 06:00:00,2017,11,2016 - 2019,16.0,
TX1886,100.0,16kV,Pole,NO,B,37,2012-11-01 14:04:00,2012,11,2012 - 2015,16.0,
TX1707,100.0,16kV,Pole,NO,B,58,2012-11-01 11:53:00,2012,11,2012 - 2015,16.0,
TX1188,100.0,16kV,Pole,NO,W,35,2012-11-01 13:01:00,2012,11,2012 - 2015,16.0,
TX1076,100.0,16kV,Pole,NO,R,40,2012-12-17 21:53:00,2012,12,2012 - 2015,16.0,
TX1472,100.0,16kV,Pole,NO,B,43,2012-12-17 16:28:00,2012,12,2012 - 2015,16.0,
TX2088,100.0,27.6/16kV,Pole,YES,W,17,2011-12-14 11:12:00,2011,12,2008 - 2011,27.6,16.0
TX2178,100.0,16kV,Pole,YES,B,16,2017-11-07 10:34:00,2017,11,2016 - 2019,16.0,
TX1619,100.0,16kV,Submersible,YES,B,16,2012-12-06 05:38:00,2012,12,2012 - 2015,16.0,
TX1230,100.0,16kV,Pole,YES,B,37,2017-11-07 10:21:00,2017,11,2016 - 2019,16.0,
TX2296,100.0,16kV,Pole,YES,R,34,2017-11-07 09:56:00,2017,11,2016 - 2019,16.0,
TX1945,100.0,16kV,Pole,YES,W,60,2013-03-26 06:32:00,2013,3,2012 - 2015,16.0,
TX1144,100.0,16kV,Pole,YES,R,42,2012-10-10 12:53:00,2012,10,2012 - 2015,16.0,
TX1575,150.0,27.6/16kV,Pad,NO,RWB,34,2013-06-27 11:35:00,2013,6,2012 - 2015,27.6,16.0
TX2443,100.0,16kV,Pole,NO,W,15,2011-12-12 07:52:00,2011,12,2008 - 2011,16.0,
TX1651,100.0,16kV,Pole,NO,B,950,2011-12-12 01:27:00,2011,12,2008 - 2011,16.0,
TX2309,100.0,16kV,Pole,NO,W,59,2012-01-26 12:07:00,2012,1,2012 - 2015,16.0,
TX1695,100.0,16kV,Submersible,NO,R,42,2013-02-01 15:03:00,2013,2,2012 - 2015,16.0,
TX2091,750.0,13.8/8kV,Pad,NO,RWB,54,2014-02-08 01:34:00,2014,2,2012 - 2015,13.8,8.0
TX1281,50.0,16kV,Submersible,YES,R,52,2012-05-23 07:59:00,2012,5,2012 - 2015,16.0,
TX1404,100.0,16kV,Submersible,YES,W,24,2012-04-17 13:06:00,2012,4,2012 - 2015,16.0,
TX1017,100.0,16kV,Pole,YES,W,18,2013-03-05 12:04:00,2013,3,2012 - 2015,16.0,
TX2194,100.0,16kV,Pole,YES,W,34,2013-04-30 17:09:00,2013,4,2012 - 2015,16.0,
TX1648,100.0,16kV,Pad,YES,B,34,2013-12-10 11:47:00,2013,12,2012 - 2015,16.0,
TX1247,100.0,16kV,Pole,YES,R,20,2013-03-21 02:51:00,2013,3,2012 - 2015,16.0,
TX1715,100.0,16kV,Pad,NO,R,52,2012-08-22 14:59:00,2012,8,2012 - 2015,16.0,
TX1316,100.0,16kV,Pad,NO,R,35,2013-12-09 15:17:00,2013,12,2012 - 2015,16.0,
TX1078,100.0,16kV,Pad,NO,R,58,2013-12-09 14:32:00,2013,12,2012 - 2015,16.0,
TX2158,750.0,27.6/16kV,Pad,NO,RWB,50,2012-03-30 11:53:00,2012,3,2012 - 2015,27.6,16.0
TX2408,100.0,16kV,Pole,NO,B,54,2012-11-29 19:52:00,2012,11,2012 - 2015,16.0,
TX1438,250.0,27.6/16kV,Building Vault,NO,R,26,2012-07-07 06:23:00,2012,7,2012 - 2015,27.6,16.0
TX1146,500.0,13.8kV (delta),Submersible,NO,RWB,45,2012-12-01 11:13:00,2012,12,2012 - 2015,13.8,
TX2229,100.0,16kV,Pole,NO,B,54,2015-03-16 08:38:00,2015,3,2012 - 2015,16.0,
TX2372,100.0,16kV,Pole,NO,R,17,2015-02-17 01:06:00,2015,2,2012 - 2015,16.0,
TX1200,167.0,27.6/16kV,Pole,NO,R,26,2012-01-31 14:07:00,2012,1,2012 - 2015,27.6,16.0
TX1013,100.0,16kV,Pole,NO,W,38,2015-03-30 06:19:00,2015,3,2012 - 2015,16.0,
TX2449,100.0,16kV,Pole,NO,W,21,2013-03-20 14:28:00,2013,3,2012 - 2015,16.0,
TX1814,500.0,13.8/8kV,Pad,NO,RWB,51,2012-03-26 18:06:00,2012,3,2012 - 2015,13.8,8.0
TX1999,1500.0,13.8kV (delta),Submersible,NO,RWB,29,2013-11-17 17:52:00,2013,11,2012 - 2015,13.8,
TX1246,100.0,16kV,Pole,NO,B,33,2013-08-19 17:22:00,2013,8,2012 - 2015,16.0,
TX1802,167.0,16kV,Pad,NO,W,18,2012-05-30 11:37:00,2012,5,2012 - 2015,16.0,
TX2099,100.0,16kV,Pole,NO,R,21,2013-04-07 11:20:00,2013,4,2012 - 2015,16.0,
TX1867,500.0,13.8/8kV,Pad,NO,RWB,45,2012-11-08 01:54:00,2012,11,2012 - 2015,13.8,8.0
TX1286,100.0,16kV,Pole,NO,R,36,2013-04-07 14:11:00,2013,4,2012 - 2015,16.0,
TX1973,1500.0,27.6/16kV,Pad,NO,RWB,24,2012-06-29 23:36:00,2012,6,2012 - 2015,27.6,16.0
TX1708,167.0,8kV,Pad,NO,B,26,2012-05-08 06:49:00,2012,5,2012 - 2015,8.0,
TX1324,300.0,27.6/16kV,Pad,NO,RWB,51,2012-08-03 13:12:00,2012,8,2012 - 2015,27.6,16.0
TX2276,100.0,27.6/16kV,Pole,NO,R,55,2012-03-20 12:22:00,2012,3,2012 - 2015,27.6,16.0
TX1950,50.0,4.16/2.4kV,Pole,NO,B,35,2012-03-13 15:36:00,2012,3,2012 - 2015,4.16,2.4
TX2441,100.0,27.6/16kV,Submersible,NO,W,33,2011-10-11 15:14:00,2011,10,2008 - 2011,27.6,16.0
TX1977,167.0,27.6/16kV,Pole,NO,B,48,2013-12-05 15:25:00,2013,12,2012 - 2015,27.6,16.0
TX1317,100.0,16kV,Pole,NO,R,54,2012-07-16 12:18:00,2012,7,2012 - 2015,16.0,
TX2163,100.0,16kV,Pole,NO,B,32,2012-06-26 07:00:00,2012,6,2012 - 2015,16.0,
TX1809,100.0,16kV,Submersible,NO,R,58,2012-06-02 16:32:00,2012,6,2012 - 2015,16.0,
TX1622,100.0,16kV,Pad,NO,B,32,2013-06-20 13:03:00,2013,6,2012 - 2015,16.0,
TX2092,100.0,16kV,Pad,NO,R,34,2013-06-27 14:46:00,2013,6,2012 - 2015,16.0,
TX1218,50.0,27.6/16kV,Pole,NO,W,24,2010-05-11 22:35:00,2010,5,2008 - 2011,27.6,16.0
TX1159,100.0,16kV,Submersible,NO,R,33,2012-08-10 13:21:00,2012,8,2012 - 2015,16.0,
TX2242,300.0,27.6/16kV,Submersible,NO,RWB,27,2011-02-05 00:10:00,2011,2,2008 - 2011,27.6,16.0
TX1762,100.0,16kV,Pole,NO,B,38,2012-07-26 10:46:00,2012,7,2012 - 2015,16.0,
TX2450,100.0,8kV,Pole,NO,R,17,2012-09-07 15:06:00,2012,9,2012 - 2015,8.0,
TX1653,100.0,16kV,Pole,NO,B,22,2012-12-18 06:22:00,2012,12,2012 - 2015,16.0,
TX2130,100.0,16kV,Pole,NO,W,50,2012-08-11 13:15:00,2012,8,2012 - 2015,16.0,
TX1313,100.0,8kV,Submersible,NO,B,22,2012-12-08 14:09:00,2012,12,2012 - 2015,8.0,
TX1474,750.0,27.6/16kV,Pad,NO,RWB,51,2012-11-13 14:15:00,2012,11,2012 - 2015,27.6,16.0
TX1788,100.0,16kV,Pole,NO,B,19,2012-09-28 19:27:00,2012,9,2012 - 2015,16.0,
TX2277,100.0,16kV,Pole,NO,R,18,2012-09-27 14:12:00,2012,9,2012 - 2015,16.0,
TX2471,100.0,16kV,Pole,NO,W,34,2012-11-01 18:44:00,2012,11,2012 - 2015,16.0,
TX1949,500.0,27.6/16kV,Pad,NO,RWB,57,2013-01-14 16:25:00,2013,1,2012 - 2015,27.6,16.0
TX1145,100.0,16kV,Pad,NO,B,40,2012-10-17 13:56:00,2012,10,2012 - 2015,16.0,
TX2051,50.0,16kV,Pole,NO,R,38,2013-08-26 14:27:00,2013,8,2012 - 2015,16.0,
TX2195,150.0,27.6/16kV,Pad,NO,RWB,34,2015-01-13 02:06:00,2015,1,2012 - 2015,27.6,16.0
TX2442,100.0,16kV,Submersible,NO,W,35,2013-09-25 17:42:00,2013,9,2012 - 2015,16.0,
TX1649,100.0,16kV,Submersible,NO,B,46,2013-09-26 16:19:00,2013,9,2012 - 2015,16.0,
TX1115,100.0,16kV,Submersible,NO,R,19,2013-08-27 16:44:00,2013,8,2012 - 2015,16.0,
TX1476,100.0,16kV,Submersible,NO,B,27,2012-10-23 14:20:00,2012,10,2012 - 2015,16.0,
TX2167,1500.0,13.8kV (delta),Submersible,NO,RWB,58,2013-11-24 02:31:00,2013,11,2012 - 2015,13.8,
