NameID,XFMR_KVA_RATING,PRIMARY_VOLTAGE,CLASSIFICATION,PCB,PHASE,NO_CUSTOMERS,INSTALLATION_DATE,YEAR,MONTH,YEAR_RANGE,LOWER_VOLTAGE,UPPER_VOLTAGE
TX1338,50.0,16kV,Pole,NO,B,45,1998-02-02 22:08:00,1998,2,1996 - 1999,16.0,
TX1164,100.0,16kV,Pole,NO,B,49,2001-10-22 23:16:00,2001,10,2000 - 2003,16.0,
TX1430,75.0,27.6/16kV,Pole,YES,W,15,1997-04-16 16:33:00,1997,4,1996 - 1999,27.6,16.0
TX1933,75.0,16kV,Submersible,NO,B,45,1999-04-22 18:35:00,1999,4,1996 - 1999,16.0,
TX1369,75.0,27.6/16kV,Pole,NO,W,24,1992-05-01 10:19:00,1992,5,1992 - 1995,27.6,16.0
TX2139,100.0,16kV,Submersible,NO,B,57,1998-12-31 08:54:00,1998,12,1996 - 1999,16.0,
TX1463,75.0,27.6/16kV,Pole,YES,R,60,2001-10-22 18:11:00,2001,10,2000 - 2003,27.6,16.0
TX1307,75.0,27.6/16kV,Submersible,YES,R,24,1999-04-22 13:41:00,1999,4,1996 - 1999,27.6,16.0
TX1071,100.0,27.6/16kV,Pole,NO,B,28,2000-10-23 13:08:00,2000,10,2000 - 2003,27.6,16.0
TX1862,167.0,16kV,Submersible,NO,W,23,1983-08-22 10:31:00,1983,8,1980 - 1983,16.0,
TX2488,167.0,16kV,Submersible,NO,R,55,1983-08-22 10:10:00,1983,8,1980 - 1983,16.0,
TX2343,100.0,16kV,Submersible,NO,B,57,1983-08-19 10:24:00,1983,8,1980 - 1983,16.0,
TX2141,75.0,16kV,Pole,NO,W,23,1989-07-05 17:27:00,1989,7,1988 - 1991,16.0,
TX1300,75.0,16kV,Pole,NO,W,51,1989-07-05 18:38:00,1989,7,1988 - 1991,16.0,
TX1130,50.0,16kV,Pole,YES,W,23,1991-10-01 19:02:00,1991,10,1988 - 1991,16.0,
TX2364,50.0,16kV,Pole,NO,R,33,2009-12-01 18:25:00,2009,12,2008 - 2011,16.0,
TX2223,75.0,27.6/16kV,Submersible,NO,B,850,1999-04-22 09:09:00,1999,4,1996 - 1999,27.6,16.0
TX1495,75.0,27.6/16kV,Pole,NO,W,42,1991-05-03 18:38:00,1991,5,1988 - 1991,27.6,16.0
TX2493,50.0,27.6/16kV,Pole,NO,B,38,1997-09-01 09:57:00,1997,9,1996 - 1999,27.6,16.0
TX1873,50.0,27.6/16kV,Pole,NO,B,24,1900-03-01 09:59:00,1900,3,1900 - 1903,27.6,16.0
TX1697,75.0,16kV,Pole,YES,W,47,1983-06-03 09:56:00,1983,6,1980 - 1983,16.0,
TX1092,100.0,27.6/16kV,Pole,NO,B,50,1994-03-01 10:53:00,1994,3,1992 - 1995,27.6,16.0
TX2397,75.0,27.6/16kV,Pole,NO,W,52,1995-08-01 13:06:00,1995,8,1992 - 1995,27.6,16.0
TX1461,75.0,27.6/16kV,Pole,YES,W,46,1997-09-01 12:25:00,1997,9,1996 - 1999,27.6,16.0
TX2145,50.0,16kV,Pole,YES,R,42,1990-01-01 10:23:00,1990,1,1988 - 1991,16.0,
TX1410,50.0,27.6/16kV,Pole,YES,W,16,1998-10-19 10:48:00,1998,10,1996 - 1999,27.6,16.0
TX1370,50.0,27.6/16kV,Pole,YES,B,25,1991-05-03 15:46:00,1991,5,1988 - 1991,27.6,16.0
TX1405,75.0,27.6/16kV,Pole,NO,R,53,1994-04-19 19:04:00,1994,4,1992 - 1995,27.6,16.0
TX2038,75.0,27.6/16kV,Pole,NO,B,16,1987-08-19 21:00:00,1987,8,1984 - 1987,27.6,16.0
TX1010,75.0,27.6/16kV,Pole,NO,W,59,1994-04-19 21:56:00,1994,4,1992 - 1995,27.6,16.0
TX2427,167.0,16kV,Submersible,YES,B,26,1999-04-22 13:04:00,1999,4,1996 - 1999,16.0,
TX1634,167.0,27.6/16kV,Submersible,NO,R,37,1986-05-14 13:21:00,1986,5,1984 - 1987,27.6,16.0
TX1976,50.0,27.6/16kV,Pole,NO,W,39,1999-04-22 16:06:00,1999,4,1996 - 1999,27.6,16.0
TX1235,50.0,27.6/16kV,Pole,NO,R,17,1983-06-24 16:29:00,1983,6,1980 - 1983,27.6,16.0
TX1915,50.0,16kV,Pole,NO,W,39,1998-07-01 13:11:00,1998,7,1996 - 1999,16.0,
TX1739,50.0,16kV,Pole,NO,W,47,1998-07-01 13:14:00,1998,7,1996 - 1999,16.0,
TX1305,50.0,16kV,Pole,YES,B,31,1993-05-18 10:38:00,1993,5,1992 - 1995,16.0,
TX2152,50.0,27.6/16kV,Pole,NO,W,51,1995-08-01 12:50:00,1995,8,1992 - 1995,27.6,16.0
TX2278,50.0,27.6/16kV,Pole,NO,B,46,1993-07-01 17:24:00,1993,7,1992 - 1995,27.6,16.0
TX1110,75.0,27.6/16kV,Pole,NO,B,23,1994-04-19 16:51:00,1994,4,1992 - 1995,27.6,16.0
TX2238,100.0,16kV,Pole,NO,W,29,1998-09-01 01:12:00,1998,9,1996 - 1999,16.0,
TX1380,50.0,27.6/16kV,Pole,NO,R,40,1986-06-04 18:06:00,1986,6,1984 - 1987,27.6,16.0
TX2301,75.0,27.6/16kV,Pole,NO,W,53,1996-11-25 18:58:00,1996,11,1996 - 1999,27.6,16.0
TX2491,100.0,27.6/16kV,Pole,NO,W,43,2001-10-22 19:23:00,2001,10,2000 - 2003,27.6,16.0
TX1706,50.0,27.6/16kV,Pole,NO,W,60,1991-10-01 19:27:00,1991,10,1988 - 1991,27.6,16.0
TX1069,167.0,27.6/16kV,Submersible,NO,B,25,1998-12-31 09:57:00,1998,12,1996 - 1999,27.6,16.0
TX1600,100.0,27.6/16kV,Pole,NO,R,40,2001-10-22 17:38:00,2001,10,2000 - 2003,27.6,16.0
TX1032,75.0,27.6/16kV,Pole,NO,R,18,1998-09-01 20:51:00,1998,9,1996 - 1999,27.6,16.0
TX1225,50.0,16kV,Pole,NO,R,37,1998-09-01 19:40:00,1998,9,1996 - 1999,16.0,
TX1395,50.0,27.6/16kV,Pole,NO,W,32,1995-11-25 21:57:00,1995,11,1992 - 1995,27.6,16.0
TX1562,50.0,27.6/16kV,Pole,NO,B,24,1996-01-01 08:19:00,1996,1,1996 - 1999,27.6,16.0
TX1496,50.0,27.6/16kV,Pole,NO,W,58,1996-05-01 10:02:00,1996,5,1996 - 1999,27.6,16.0
TX2039,50.0,27.6/16kV,Pole,NO,R,54,1998-10-19 08:57:00,1998,10,1996 - 1999,27.6,16.0
TX1003,75.0,27.6/16kV,Pole,YES,B,39,1999-04-22 09:11:00,1999,4,1996 - 1999,27.6,16.0
TX2454,50.0,27.6/16kV,Pole,YES,W,54,1996-05-01 10:42:00,1996,5,1996 - 1999,27.6,16.0
TX1997,50.0,16kV,Pole,NO,R,32,2003-02-12 12:30:00,2003,2,2000 - 2003,16.0,
TX1636,75.0,27.6/16kV,Pole,NO,W,27,1998-10-19 11:02:00,1998,10,1996 - 1999,27.6,16.0
TX2302,50.0,27.6/16kV,Pole,NO,B,44,1997-05-16 16:33:00,1997,5,1996 - 1999,27.6,16.0
TX2492,75.0,27.6/16kV,Pole,NO,R,41,1997-05-16 17:47:00,1997,5,1996 - 1999,27.6,16.0
TX2005,75.0,27.6/16kV,Pole,NO,R,25,1994-06-17 19:32:00,1994,6,1992 - 1995,27.6,16.0
TX1306,50.0,27.6/16kV,Pole,NO,W,29,1994-03-01 10:17:00,1994,3,1992 - 1995,27.6,16.0
TX1184,75.0,16kV,Pole,NO,W,50,1998-02-02 10:49:00,1998,2,1996 - 1999,16.0,
TX1462,75.0,27.6/16kV,Pole,NO,W,52,1996-11-25 13:34:00,1996,11,1996 - 1999,27.6,16.0
TX2398,50.0,16kV,Pole,NO,R,37,1998-10-19 17:45:00,1998,10,1996 - 1999,16.0,
TX1604,75.0,27.6/16kV,Pole,NO,R,53,1995-11-01 17:57:00,1995,11,1992 - 1995,27.6,16.0
TX2077,75.0,16kV,Pole,NO,W,17,1998-03-02 19:22:00,1998,3,1996 - 1999,16.0,
TX1553,75.0,16kV,Pole,NO,W,60,1992-06-24 12:44:00,1992,6,1992 - 1995,16.0,
TX2265,50.0,27.6/16kV,Pole,NO,B,30,1995-08-01 16:25:00,1995,8,1992 - 1995,27.6,16.0
TX2484,75.0,27.6/16kV,Pole,NO,B,53,1996-07-01 16:49:00,1996,7,1996 - 1999,27.6,16.0
TX1131,75.0,27.6/16kV,Pole,NO,R,16,1992-06-24 16:11:00,1992,6,1992 - 1995,27.6,16.0
TX2041,75.0,27.6/16kV,Pole,YES,B,19,1998-03-02 10:26:00,1998,3,1996 - 1999,27.6,16.0
TX1195,75.0,27.6/16kV,Pole,NO,R,41,1996-05-01 09:10:00,1996,5,1996 - 1999,27.6,16.0
TX1190,75.0,16kV,Pole,NO,B,41,1996-01-01 11:10:00,1996,1,1996 - 1999,16.0,
TX2186,100.0,27.6/16kV,Building Vault,YES,B,57,2002-09-27 20:49:00,2002,9,2000 - 2003,27.6,16.0
TX1237,667.0,27.6/16kV,Submersible,NO,R,42,1986-05-14 19:23:00,1986,5,1984 - 1987,27.6,16.0
TX1102,100.0,16kV,Pole,NO,R,57,2003-02-12 12:34:00,2003,2,2000 - 2003,16.0,
TX2462,50.0,27.6/16kV,Pole,NO,R,37,1992-05-12 18:13:00,1992,5,1992 - 1995,27.6,16.0
TX1842,75.0,27.6/16kV,Pole,NO,W,15,1992-05-12 18:27:00,1992,5,1992 - 1995,27.6,16.0
TX1271,50.0,27.6/16kV,Pole,NO,R,47,1998-09-01 08:51:00,1998,9,1996 - 1999,27.6,16.0
TX1129,75.0,27.6/16kV,Pole,NO,R,42,1996-11-25 21:08:00,1996,11,1996 - 1999,27.6,16.0
TX1516,100.0,27.6/16kV,Submersible,NO,R,59,2010-07-06 13:26:00,2010,7,2008 - 2011,27.6,16.0
TX1062,750.0,27.6/16kV,Pad,NO,RWB,42,2004-07-01 07:49:00,2004,7,2004 - 2007,27.6,16.0
TX1554,300.0,27.6/16kV,Pad,NO,RWB,49,2004-10-22 13:50:00,2004,10,2004 - 2007,27.6,16.0
TX1337,100.0,16kV,Submersible,NO,W,23,2001-06-01 14:04:00,2001,6,2000 - 2003,16.0,
TX1183,100.0,16kV,Submersible,NO,B,23,2001-09-19 08:46:00,2001,9,2000 - 2003,16.0,
TX1189,2500.0,27.6/16kV,Pad,NO,RWB,42,2004-11-30 02:14:00,2004,11,2004 - 2007,27.6,16.0
TX2358,100.0,16kV,Pole,NO,W,20,2006-06-30 16:56:00,2006,6,2004 - 2007,16.0,
TX1340,300.0,13.8/8kV,Pad,NO,RWB,16,2003-01-24 00:00:00,2003,1,2000 - 2003,13.8,8.0
TX1392,167.0,8kV,Submersible,NO,R,42,2003-06-30 12:03:00,2003,6,2000 - 2003,8.0,
TX2218,167.0,8kV,Submersible,NO,W,45,2003-06-30 03:04:00,2003,6,2000 - 2003,8.0,
TX2334,300.0,13.8kV (delta),Submersible,NO,RWB,16,2010-11-01 12:19:00,2010,11,2008 - 2011,13.8,
TX2461,750.0,13.8kV (delta),Submersible,NO,RWB,34,2010-09-06 12:56:00,2010,9,2008 - 2011,13.8,
TX1543,300.0,13.8/8kV,Submersible,NO,RWB,19,2007-10-09 08:17:00,2007,10,2004 - 2007,13.8,8.0
TX2353,167.0,8kV,Submersible,NO,W,33,2009-09-17 09:27:00,2009,9,2008 - 2011,8.0,
TX1489,150.0,27.6/16kV,Pad,NO,RWB,900,2005-07-01 10:05:00,2005,7,2004 - 2007,27.6,16.0
TX1787,500.0,27.6/16kV,Pad,NO,RWB,25,2004-07-14 19:22:00,2004,7,2004 - 2007,27.6,16.0
TX2104,300.0,27.6/16kV,Pad,NO,RWB,59,2008-08-16 14:52:00,2008,8,2008 - 2011,27.6,16.0
TX1280,100.0,27.6/16kV,Submersible,NO,R,31,2006-08-02 12:49:00,2006,8,2004 - 2007,27.6,16.0
TX2047,100.0,27.6/16kV,Pad,NO,R,36,2006-08-02 14:56:00,2006,8,2004 - 2007,27.6,16.0
TX2494,167.0,4.16/2.4kV,Pole,NO,R,49,2006-10-11 15:58:00,2006,10,2004 - 2007,4.16,2.4
TX1874,100.0,27.6/16kV,Pad,NO,R,41,2006-12-04 10:31:00,2006,12,2004 - 2007,27.6,16.0
TX1163,100.0,16kV,Pole,NO,R,28,2004-06-30 02:36:00,2004,6,2004 - 2007,16.0,
TX1371,100.0,13.8/8kV,Pole,NO,W,47,2010-07-16 11:47:00,2010,7,2008 - 2011,13.8,8.0
TX2154,100.0,27.6/16kV,Pole,NO,W,46,2010-04-28 09:11:00,2010,4,2008 - 2011,27.6,16.0
TX2331,2000.0,13.8/8kV,Submersible,NO,RWB,18,2007-02-02 15:18:00,2007,2,2004 - 2007,13.8,8.0
TX2437,167.0,27.6/16kV,Pole,NO,R,51,2008-04-13 13:07:00,2008,4,2008 - 2011,27.6,16.0
TX1492,100.0,16kV,Pole,NO,R,24,2006-06-30 15:55:00,2006,6,2004 - 2007,16.0,
TX1820,100.0,27.6/16kV,Pole,NO,W,45,2004-06-30 03:20:00,2004,6,2004 - 2007,27.6,16.0
TX1663,100.0,8kV,Pole,NO,B,31,2010-09-09 12:55:00,2010,9,2008 - 2011,8.0,
TX1795,150.0,27.6/16kV,Pole,NO,B,54,2009-01-12 10:35:00,2009,1,2008 - 2011,27.6,16.0
TX1815,100.0,16kV,Pole,NO,W,44,2008-05-12 13:09:00,2008,5,2008 - 2011,16.0,
TX1869,300.0,4.16/2.4kV,Pad,NO,RWB,39,2006-12-27 08:53:00,2006,12,2004 - 2007,4.16,2.4
TX2428,100.0,27.6/16kV,Pole,NO,R,28,2008-12-31 15:02:00,2008,12,2008 - 2011,27.6,16.0
TX1819,100.0,27.6/16kV,Pole,NO,R,39,2008-12-31 15:01:00,2008,12,2008 - 2011,27.6,16.0
TX1725,100.0,8kV,Pole,NO,W,18,2008-09-08 15:06:00,2008,9,2008 - 2011,8.0,
TX2146,167.0,8kV,Pole,NO,B,40,2008-06-17 15:12:00,2008,6,2008 - 2011,8.0,
TX2155,100.0,27.6/16kV,Submersible,NO,W,31,2008-11-01 12:29:00,2008,11,2008 - 2011,27.6,16.0
TX2395,100.0,16kV,Submersible,NO,W,23,2008-06-04 10:00:00,2008,6,2008 - 2011,16.0,
TX1785,100.0,13.8/8kV,Pole,NO,W,53,2008-08-21 14:40:00,2008,8,2008 - 2011,13.8,8.0
TX2074,100.0,27.6/16kV,Submersible,NO,B,21,2008-06-10 14:22:00,2008,6,2008 - 2011,27.6,16.0
TX2338,750.0,13.8kV (delta),Submersible,NO,RWB,42,2007-08-23 07:07:00,2007,8,2004 - 2007,13.8,
TX1667,50.0,27.6/16kV,Pole,NO,R,33,2005-11-12 07:45:00,2005,11,2004 - 2007,27.6,16.0
TX1745,167.0,16kV,Pole,NO,W,51,2010-05-20 08:50:00,2010,5,2008 - 2011,16.0,
TX1871,100.0,8kV,Pole,NO,R,51,2008-10-16 09:08:00,2008,10,2008 - 2011,8.0,
TX2267,100.0,16kV,Pole,NO,W,23,1995-08-25 10:49:00,1995,8,1992 - 1995,16.0,
TX1540,750.0,13.8kV (delta),Pad,NO,RWB,54,2008-08-11 11:55:00,2008,8,2008 - 2011,13.8,
TX1311,50.0,27.6/16kV,Submersible,NO,R,27,2009-01-16 12:19:00,2009,1,2008 - 2011,27.6,16.0
TX1458,50.0,27.6/16kV,Submersible,NO,W,31,2009-01-16 11:52:00,2009,1,2008 - 2011,27.6,16.0
TX2151,100.0,8kV,Pole,NO,W,17,2006-11-20 13:19:00,2006,11,2004 - 2007,8.0,
TX2396,100.0,16kV,Pole,NO,W,53,2009-12-10 08:18:00,2009,12,2008 - 2011,16.0,
TX1599,50.0,16kV,Pole,NO,W,59,2009-12-09 08:44:00,2009,12,2008 - 2011,16.0,
TX2075,50.0,27.6/16kV,Submersible,NO,B,30,2009-01-16 12:01:00,2009,1,2008 - 2011,27.6,16.0
TX1213,50.0,27.6/16kV,Submersible,NO,B,52,2009-01-16 12:22:00,2009,1,2008 - 2011,27.6,16.0
TX1433,50.0,16kV,Submersible,NO,R,30,2007-10-05 08:42:00,2007,10,2004 - 2007,16.0,
TX2268,50.0,16kV,Submersible,NO,W,26,2007-10-05 08:08:00,2007,10,2004 - 2007,16.0,
TX1302,100.0,27.6/16kV,Submersible,NO,R,17,2008-03-03 14:35:00,2008,3,2008 - 2011,27.6,16.0
TX1065,500.0,27.6/16kV,Submersible,NO,W,25,1996-09-01 10:42:00,1996,9,1996 - 1999,27.6,16.0
TX2269,100.0,16kV,Submersible,NO,B,55,2008-11-09 12:12:00,2008,11,2008 - 2011,16.0,
TX1845,100.0,16kV,Submersible,NO,R,41,2008-09-11 07:29:00,2008,9,2008 - 2011,16.0,
TX1936,100.0,16kV,Pole,NO,B,45,2007-06-30 18:19:00,2007,6,2004 - 2007,16.0,
TX2222,100.0,16kV,Pad,NO,B,33,2007-07-24 08:40:00,2007,7,2004 - 2007,16.0,
TX2363,100.0,16kV,Pad,NO,W,24,2007-07-24 10:27:00,2007,7,2004 - 2007,16.0,
TX1751,100.0,16kV,Pad,NO,R,56,2007-07-24 11:50:00,2007,7,2004 - 2007,16.0,
TX1560,100.0,16kV,Pad,NO,R,25,2007-07-24 12:57:00,2007,7,2004 - 2007,16.0,
TX1705,100.0,27.6/16kV,Pole,NO,R,35,2008-11-28 10:53:00,2008,11,2008 - 2011,27.6,16.0
TX1932,100.0,16kV,Pole,NO,R,54,2004-06-30 00:00:00,2004,6,2004 - 2007,16.0,
TX1212,100.0,27.6/16kV,Submersible,NO,R,56,2009-06-09 07:52:00,2009,6,2008 - 2011,27.6,16.0
TX1031,100.0,27.6/16kV,Submersible,NO,B,17,2009-06-15 07:19:00,2009,6,2008 - 2011,27.6,16.0
TX1937,1500.0,27.6/16kV,Pad,NO,RWB,46,2008-12-04 10:19:00,2008,12,2008 - 2011,27.6,16.0
TX2135,100.0,2.4kV,Pole,NO,B,31,2008-05-12 09:28:00,2008,5,2008 - 2011,2.4,
TX1570,100.0,27.6/16kV,Submersible,NO,R,46,2008-08-14 14:49:00,2008,8,2008 - 2011,27.6,16.0
TX1818,100.0,16kV,Pad,NO,W,60,2008-08-08 07:14:00,2008,8,2008 - 2011,16.0,
TX2300,100.0,16kV,Submersible,NO,W,54,2012-01-17 17:28:00,2012,1,2012 - 2015,16.0,
TX1308,100.0,16kV,Submersible,NO,W,54,2012-01-17 18:08:00,2012,1,2012 - 2015,16.0,
TX1460,100.0,27.6/16kV,Submersible,NO,B,26,1983-12-19 13:56:00,1983,12,1980 - 1983,27.6,16.0
TX1605,100.0,27.6/16kV,Pole,NO,R,57,2008-10-28 13:54:00,2008,10,2008 - 2011,27.6,16.0
TX1214,167.0,8kV,Pole,NO,W,40,2011-10-27 00:30:00,2011,10,2008 - 2011,8.0,
TX1038,167.0,8kV,Pole,NO,R,50,2009-12-10 12:01:00,2009,12,2008 - 2011,8.0,
TX2138,100.0,16kV,Pole,NO,B,29,2010-01-07 13:36:00,2010,1,2008 - 2011,16.0,
TX2371,100.0,27.6/16kV,Submersible,NO,R,58,2008-07-23 14:50:00,2008,7,2008 - 2011,27.6,16.0
TX1750,100.0,2.4kV,Pole,NO,B,47,2009-04-29 14:23:00,2009,4,2008 - 2011,2.4,
TX1559,167.0,8kV,Pole,NO,R,28,2012-01-16 15:24:00,2012,1,2012 - 2015,8.0,
TX2185,100.0,8kV,Pole,YES,W,25,2009-06-25 03:10:00,2009,6,2008 - 2011,8.0,
TX2118,300.0,13.8/8kV,Pad,YES,RWB,23,2010-11-01 05:40:00,2010,11,2008 - 2011,13.8,8.0
TX1101,100.0,8kV,Pole,YES,B,19,2009-12-14 02:57:00,2009,12,2008 - 2011,8.0,
TX1459,100.0,27.6/16kV,Submersible,YES,W,43,2008-11-10 14:47:00,2008,11,2008 - 2011,27.6,16.0
TX1034,1500.0,13.8/8kV,Submersible,YES,RWB,59,2009-09-09 14:15:00,2009,9,2008 - 2011,13.8,8.0
TX2263,100.0,16kV,Pole,YES,B,33,2008-04-03 11:11:00,2008,4,2008 - 2011,16.0,
TX1735,167.0,8kV,Pole,NO,R,16,2009-05-01 09:13:00,2009,5,2008 - 2011,8.0,
TX2144,50.0,16kV,Pole,NO,W,18,2008-04-21 13:44:00,2008,4,2008 - 2011,16.0,
TX1398,50.0,16kV,Submersible,NO,W,44,2009-12-08 10:33:00,2009,12,2008 - 2011,16.0,
TX2426,100.0,16kV,Submersible,NO,W,17,2009-03-25 09:13:00,2009,3,2008 - 2011,16.0,
TX1816,100.0,16kV,Submersible,NO,B,58,1980-09-18 14:44:00,1980,9,1980 - 1983,16.0,
TX1968,50.0,16kV,Submersible,NO,R,20,1979-05-11 09:16:00,1979,5,1976 - 1979,16.0,
TX1563,167.0,8kV,Pole,NO,R,31,2008-08-22 09:59:00,2008,8,2008 - 2011,8.0,
TX1661,100.0,16kV,Submersible,NO,R,26,2015-10-26 04:53:00,2015,10,2012 - 2015,16.0,
TX1368,100.0,16kV,Submersible,NO,B,34,2010-07-02 13:34:00,2010,7,2008 - 2011,16.0,
TX1877,100.0,16kV,Pad,NO,W,58,2009-09-30 10:37:00,2009,9,2008 - 2011,16.0,
TX1700,100.0,16kV,Pad,NO,W,30,2009-09-30 10:36:00,2009,9,2008 - 2011,16.0,
TX2402,750.0,27.6/16kV,Pad,NO,RWB,26,2009-12-07 11:06:00,2009,12,2008 - 2011,27.6,16.0
TX2435,100.0,16kV,Pole,NO,R,47,2010-05-19 07:38:00,2010,5,2008 - 2011,16.0,
TX1644,100.0,16kV,Pad,NO,W,17,2009-11-27 15:07:00,2009,11,2008 - 2011,16.0,
TX1169,167.0,2.4kV,Pole,NO,W,22,2010-04-08 11:42:00,2010,4,2008 - 2011,2.4,
TX1879,167.0,16kV,Pole,NO,W,42,2010-06-03 13:34:00,2010,6,2008 - 2011,16.0,
TX1701,100.0,16kV,Submersible,NO,R,43,2010-04-21 14:23:00,2010,4,2008 - 2011,16.0,
TX1310,100.0,16kV,Submersible,NO,B,41,2010-04-27 07:45:00,2010,4,2008 - 2011,16.0,
TX1093,1000.0,27.6/16kV,Pad,YES,RWB,49,2010-01-16 14:22:00,2010,1,2008 - 2011,27.6,16.0
TX2401,100.0,16kV,Submersible,YES,W,46,2010-05-05 07:24:00,2010,5,2008 - 2011,16.0,
TX1039,100.0,16kV,Pole,YES,B,59,2010-01-12 09:45:00,2010,1,2008 - 2011,16.0,
TX1435,100.0,16kV,Pole,YES,W,38,2006-06-30 05:25:00,2006,6,2004 - 2007,16.0,
TX1849,100.0,16kV,Pole,NO,R,23,2010-02-08 20:28:00,2010,2,2008 - 2011,16.0,
TX1274,100.0,16kV,Pole,NO,R,55,2010-05-19 07:20:00,2010,5,2008 - 2011,16.0,
TX1242,100.0,16kV,Pad,NO,R,42,2010-03-26 13:16:00,2010,3,2008 - 2011,16.0,
TX1930,100.0,8kV,Pole,NO,B,42,2007-07-10 10:38:00,2007,7,2004 - 2007,8.0,
TX1606,100.0,8kV,Pole,NO,W,18,2007-07-10 10:34:00,2007,7,2004 - 2007,8.0,
TX1064,100.0,8kV,Pole,NO,R,39,2010-05-27 13:29:00,2010,5,2008 - 2011,8.0,
TX1336,100.0,8kV,Pole,NO,B,34,2010-05-27 13:30:00,2010,5,2008 - 2011,8.0,
TX1132,100.0,16kV,Pole,NO,R,44,2010-05-19 11:58:00,2010,5,2008 - 2011,16.0,
TX1878,100.0,16kV,Submersible,NO,W,26,2010-03-15 10:14:00,2010,3,2008 - 2011,16.0,
TX1309,100.0,16kV,Submersible,NO,W,54,2010-05-12 11:45:00,2010,5,2008 - 2011,16.0,
TX1068,100.0,16kV,Submersible,NO,B,42,2011-12-06 10:22:00,2011,12,2008 - 2011,16.0,
TX1464,50.0,16kV,Submersible,NO,B,38,2010-03-31 07:43:00,2010,3,2008 - 2011,16.0,
TX1598,50.0,16kV,Submersible,NO,R,31,2010-04-14 10:14:00,2010,4,2008 - 2011,16.0,
TX1846,100.0,16kV,Pole,NO,W,37,2010-09-02 00:00:00,2010,9,2008 - 2011,16.0,
TX2368,100.0,8kV,Pole,NO,R,44,2011-03-14 13:32:00,2011,3,2008 - 2011,8.0,
TX1166,100.0,8kV,Pole,NO,W,58,2011-03-14 08:37:00,2011,3,2008 - 2011,8.0,
TX1261,150.0,27.6/16kV,Pad,NO,RWB,53,2010-07-30 08:50:00,2010,7,2008 - 2011,27.6,16.0
TX1191,100.0,16kV,Submersible,NO,R,56,2010-11-01 08:15:00,2010,11,2008 - 2011,16.0,
TX1880,1500.0,27.6/16kV,Pad,NO,RWB,35,2010-06-29 08:20:00,2010,6,2008 - 2011,27.6,16.0
TX2270,167.0,16kV,Pole,NO,B,39,2011-01-24 08:59:00,2011,1,2008 - 2011,16.0,
TX1942,100.0,16kV,Pole,NO,R,28,2010-12-17 13:41:00,2010,12,2008 - 2011,16.0,
TX1273,100.0,16kV,Pole,NO,R,48,2010-08-05 00:32:00,2010,8,2008 - 2011,16.0,
TX1134,100.0,16kV,Pole,NO,R,23,2010-11-17 07:24:00,2010,11,2008 - 2011,16.0,
TX2369,100.0,16kV,Pole,NO,W,38,2011-02-04 08:11:00,2011,2,2008 - 2011,16.0,
TX1567,100.0,16kV,Pole,NO,W,50,2011-01-07 08:24:00,2011,1,2008 - 2011,16.0,
TX2499,100.0,16kV,Pad,NO,W,43,2010-10-25 12:51:00,2010,10,2008 - 2011,16.0,
TX2009,100.0,16kV,Pad,NO,R,26,2010-08-17 13:16:00,2010,8,2008 - 2011,16.0,
TX1611,100.0,16kV,Pad,NO,R,16,2010-06-29 07:31:00,2010,6,2008 - 2011,16.0,
TX2081,100.0,16kV,Submersible,NO,W,17,2010-09-13 11:29:00,2010,9,2008 - 2011,16.0,
TX1358,100.0,16kV,Pole,NO,R,53,2010-11-01 07:43:00,2010,11,2008 - 2011,16.0,
TX1434,50.0,16kV,Submersible,NO,R,25,2010-11-02 08:36:00,2010,11,2008 - 2011,16.0,
TX1007,100.0,2.4kV,Pad,NO,R,42,2010-09-07 12:50:00,2010,9,2008 - 2011,2.4,
TX2434,100.0,16kV,Submersible,NO,R,24,2010-06-30 11:30:00,2010,6,2008 - 2011,16.0,
TX1641,100.0,16kV,Submersible,NO,R,52,2010-06-30 11:56:00,2010,6,2008 - 2011,16.0,
TX2010,100.0,16kV,Submersible,NO,R,55,2010-06-29 12:04:00,2010,6,2008 - 2011,16.0,
TX1301,100.0,16kV,Submersible,NO,B,23,2010-06-29 12:49:00,2010,6,2008 - 2011,16.0,
TX1079,167.0,16kV,Pole,NO,W,29,2010-06-14 08:53:00,2010,6,2008 - 2011,16.0,
TX1468,100.0,16kV,Submersible,NO,R,23,2010-08-13 07:18:00,2010,8,2008 - 2011,16.0,
TX2405,100.0,16kV,Submersible,NO,W,37,2010-07-21 08:01:00,2010,7,2008 - 2011,16.0,
TX1792,100.0,16kV,Submersible,NO,R,56,2010-07-21 07:53:00,2010,7,2008 - 2011,16.0,
TX1609,100.0,16kV,Submersible,NO,R,56,2010-07-21 07:51:00,2010,7,2008 - 2011,16.0,
TX2467,167.0,27.6/16kV,Submersible,NO,W,35,2011-02-11 19:59:00,2011,2,2008 - 2011,27.6,16.0
TX1670,100.0,16kV,Submersible,NO,W,35,2010-08-18 12:30:00,2010,8,2008 - 2011,16.0,
TX1135,167.0,13.8/8kV,Pole,NO,W,31,2010-10-29 15:37:00,2010,10,2008 - 2011,13.8,8.0
TX1397,100.0,16kV,Submersible,NO,R,54,2010-08-05 10:41:00,2010,8,2008 - 2011,16.0,
TX2373,100.0,16kV,Submersible,NO,R,54,2010-08-30 08:35:00,2010,8,2008 - 2011,16.0,
